listing_url,name,ratings,bedroom,bed,bathroom
https://www.airbnb.com/rooms/1053521575430200397,Rental unit in Kita City ,0,,7,
https://www.airbnb.com/rooms/924008618384827595,Home in Nakano City ,4.6,,7,
https://www.airbnb.com/rooms/10996932,Rental unit in Toshima-ku ,4.62,,7,
https://www.airbnb.com/rooms/35390119,Home in Sumida City ,4.64,,7,
https://www.airbnb.com/rooms/760504293841913280,Home in Shinjuku City ,4.64,,7,
https://www.airbnb.com/rooms/43668749,Home in Toshima City ,4.65,,7,
https://www.airbnb.com/rooms/43950473,Home in Kita City ,4.65,,7,
https://www.airbnb.com/rooms/896859842522677288,Home in Nakano City ,4.65,,7,
https://www.airbnb.com/rooms/26959352,Hotel in 墨田区 ,4.66,,7,
https://www.airbnb.com/rooms/29400087,Home in Shinagawa-ku ,4.67,,7,
https://www.airbnb.com/rooms/39534619,Home in Shinjuku City ,4.67,,7,
https://www.airbnb.com/rooms/42971353,Home in Shinjuku City ,4.67,,7,
https://www.airbnb.com/rooms/47259340,Home in Shinagawa City ,4.67,,7,
https://www.airbnb.com/rooms/762892194332958931,Rental unit in Sumida City ,4.67,,7,
https://www.airbnb.com/rooms/855677778130076588,Rental unit in Taito City ,4.67,,7,
https://www.airbnb.com/rooms/964863733779248300,Home in Edogawa City ,4.67,,7,
https://www.airbnb.com/rooms/21376755,Home in Arakawa-ku ,4.68,,7,
https://www.airbnb.com/rooms/29524643,Home in Minato-ku ,4.68,,7,
https://www.airbnb.com/rooms/39142570,Home in 品川区 ,4.68,,7,
https://www.airbnb.com/rooms/590262783805002969,Vacation home in Toshima City ,4.68,,7,
https://www.airbnb.com/rooms/693408583823556781,Hut in Ome ,4.68,,7,
https://www.airbnb.com/rooms/16136630,Townhouse in Taito City ,4.69,,7,
https://www.airbnb.com/rooms/38559206,Home in Shinjuku City ,4.7,,7,
https://www.airbnb.com/rooms/23885033,Rental unit in Shinjuku-ku ,4.71,,7,
https://www.airbnb.com/rooms/38110734,Home in Shinjuku City ,4.71,,7,
https://www.airbnb.com/rooms/39347258,Rental unit in Sumida City ,4.71,,7,
https://www.airbnb.com/rooms/41569794,Home in Shinjuku City ,4.71,,7,
https://www.airbnb.com/rooms/32508356,Home in Shinjuku-ku ,4.72,,7,
https://www.airbnb.com/rooms/40329718,Home in Shinjuku City ,4.72,,7,
https://www.airbnb.com/rooms/28589957,Home in 葛飾区 ,4.73,,7,
https://www.airbnb.com/rooms/41387545,Home in Ota City ,4.73,,7,
https://www.airbnb.com/rooms/36683204,Villa in Sumida City ,4.74,,7,
https://www.airbnb.com/rooms/41035434,Home in Katsushika City ,4.75,,7,
https://www.airbnb.com/rooms/627746280843083826,Home in Toshima City ,4.75,,7,
https://www.airbnb.com/rooms/937247588122555883,Home in Shibuya City ,4.75,,7,
https://www.airbnb.com/rooms/1021397644093780279,Home in Shibuya City ,4.75,,7,
https://www.airbnb.com/rooms/1030239577909173541,Home in Sumida City ,4.75,,7,
https://www.airbnb.com/rooms/45742950,Home in Shinjuku City ,4.76,,7,
https://www.airbnb.com/rooms/948189593576435193,Home in Sumida City ,4.76,,7,
https://www.airbnb.com/rooms/32776518,Rental unit in 台東区 ,4.77,,7,
https://www.airbnb.com/rooms/40475977,Home in Shinjuku City ,4.77,,7,
https://www.airbnb.com/rooms/42588788,Home in Katsushika City ,4.77,,7,
https://www.airbnb.com/rooms/890799571185406937,Home in Katsushika Ward ,4.77,,7,
https://www.airbnb.com/rooms/32898200,Home in Sumida-ku ,4.78,,7,
https://www.airbnb.com/rooms/41940537,Home in Sumida City ,4.78,,7,
https://www.airbnb.com/rooms/41691867,Home in Katsushika City ,4.79,,7,
https://www.airbnb.com/rooms/688179103169626243,Home in Minato City ,4.79,,7,
https://www.airbnb.com/rooms/792702595256018484,Home in Toshima City ,4.79,,7,
https://www.airbnb.com/rooms/647634419952742763,Loft in Kita City ,4.8,,7,
https://www.airbnb.com/rooms/794651466802499949,Home in Machida ,4.8,,7,
https://www.airbnb.com/rooms/846702030777966810,Home in Katsushika City ,4.8,,7,
https://www.airbnb.com/rooms/15777074,Home in Kita City ,4.81,,7,
https://www.airbnb.com/rooms/28591273,Home in Sumida-ku ,4.81,,7,
https://www.airbnb.com/rooms/33975228,Rental unit in Taito City ,4.81,,7,
https://www.airbnb.com/rooms/40273885,Villa in Toshima City ,4.81,,7,
https://www.airbnb.com/rooms/33998251,Rental unit in Taito City ,4.82,,7,
https://www.airbnb.com/rooms/45470584,Home in Sumida City ,4.82,,7,
https://www.airbnb.com/rooms/779415446594332678,Home in Katsushika City ,4.82,,7,
https://www.airbnb.com/rooms/901384705561537133,Rental unit in Shibuya City ,4.82,,7,
https://www.airbnb.com/rooms/40265071,Villa in Toshima City ,4.83,,7,
https://www.airbnb.com/rooms/749833972739641901,Villa in Toshima City ,4.83,,7,
https://www.airbnb.com/rooms/863670736572635913,Home in Toshima City ,4.83,,7,
https://www.airbnb.com/rooms/1008236877424535235,Home in Katsushika City ,4.83,,7,
https://www.airbnb.com/rooms/32726005,Home in Ōta-ku ,4.84,,7,
https://www.airbnb.com/rooms/33607111,Rental unit in 中央区 ,4.84,,7,
https://www.airbnb.com/rooms/34360847,Home in Sumida City ,4.84,,7,
https://www.airbnb.com/rooms/33924476,Rental unit in Taito City ,4.84,,7,
https://www.airbnb.com/rooms/37977936,Home in Itabashi City ,4.84,,7,
